mm_gene	hg_gene	MEL	CH12	K562	GM12878	q_M	q_C	q_K	q_G
NULL	ADAM6	0	0	0	0	0	0	0	0
Adam7	ADAM7	0	0	0	0	0	0	0	0
NULL	ADAM8	0	0	0.247088890114679	1.42841304038046	0	0	2	3
Adam9	ADAM9	23.6238054268894	50.8034955911153	79.3275158611182	56.9415563973363	4	4	5	5
Adamdec1	ADAMDEC1	0	0	0	0.106709239386897	0	0	0	1
Adamts1	ADAMTS1	0	0	0	0	0	0	0	0
Adamts10	ADAMTS10	2.97434063024547	2.12745900189176	5.70465098020737	1.50424185899697	3	3	3	3
Adamts12	ADAMTS12	0	0.948957211936527	0.012133935601453	1.0373770815412	0	3	1	3
Adamts13	ADAMTS13	3.76158188056757	0.398092205110618	0.670557754201841	3.91048283448513	3	2	2	3
Adamts14	ADAMTS14	0.0964687819427753	10.3755039436911	8.90594465377759	0.136711221328947	2	4	4	1
Adamts15	ADAMTS15	0.00976679509342561	0.0137090356617626	0	0	1	1	0	0
Adamts16	ADAMTS16	0	0	0.0234792302217889	0.198467677077779	0	0	1	2
Adamts17	ADAMTS17	0.821777945862829	0.164128638633212	0.0439724097946823	0.293139795850842	3	2	1	2
Adamts18	ADAMTS18	0	0.0346929558526845	0.0221608398897553	0	0	1	1	0
Adamts19	ADAMTS19	0	0	0	0.0118151363345721	0	0	0	1
Adamts2	ADAMTS2	0.0115388330964054	0.0245757767114064	0.0172162973043237	0	1	1	1	0
Adamts20	ADAMTS20	0.508883759473685	0.0725915852626248	1.39217608577607	0	2	1	3	0
Adamts3	ADAMTS3	12.8107238309454	0	6.26507761834587	0.0968900449440746	4	0	3	1
Adamts4	ADAMTS4	0.0999389085198581	0.324099964205796	0.463902897720156	0.0619128201759434	2	2	2	1
Adamts5	ADAMTS5	0.00632567851531016	0	0	0	1	0	0	0
Adamts6	ADAMTS6	0.234286425059448	2.47210129671432	0.342297808192027	1.01980588109031	2	3	2	3
Adamts7	ADAMTS7	0.0248325500577924	6.87617429702494	0.145366875508756	0.843415387596691	1	3	2	3
Adamts8	ADAMTS8	0.0180136686062462	0	0	0.0651737170463541	1	0	0	1
Adamts9	ADAMTS9	0	0	0.0262053923757127	0	0	0	1	0
NULL	ADAMTS9-AS2	0	0	0	0	0	0	0	0
Adamtsl1	ADAMTSL1	0	0	0.0477897676322422	0.057229223060898	0	0	1	1
NULL	ADAMTSL2	0	0	0	0.0702573182490773	0	0	0	1
Adamtsl3	ADAMTSL3	0	0.0618696361177191	0.0784434567682363	0.223320060256153	0	1	1	2
Adamtsl4	ADAMTSL4	2.49886990905042	0.871450478253576	13.1458787387909	0.383265652362302	3	3	4	2
Adamtsl5	ADAMTSL5	12.0093533426724	0.368432725129189	6.60164448972282	0.541135261978365	4	2	3	2
Adap1	ADAP1	22.8043660620593	32.5456765304685	12.6914028522093	129.136934170934	4	4	4	5
Adap2	ADAP2	0.137901560598396	3.11709560481181	0.0833041126660642	1.94502634451458	2	3	1	3
Adar	ADAR	111.010983810037	89.7298339912154	61.7962836309304	157.977662469478	5	5	5	5
Adarb1	ADARB1	5.12513883112649	3.49078495310403	17.3766948969799	9.97767519438032	3	3	4	4
Adarb2	ADARB2	0.0578842304896403	0.0792798375791431	0.0158784661494564	0.260626047773073	1	1	1	2
NULL	ADARB2-AS1	0	0	0	0.218849357789827	0	0	0	2
Adat1	ADAT1	24.04485152699	20.1836068992391	18.8753641930928	25.253576722207	4	4	4	4
Adat2	ADAT2	45.6566458317534	38.7229638482685	10.0837445855448	9.42562443225519	4	4	4	4
Adat3	ADAT3	16.1591916663632	20.3204157042095	16.0002255259687	18.5756169290567	4	4	4	4
Adc	ADC	0.878482136541595	0.895801022718602	0.879026388191901	0.844240618180372	3	3	3	3
Adck1	ADCK1	22.5514417620617	23.2389443093099	32.2275244278349	18.8950781286166	4	4	4	4
Adck2	ADCK2	11.5896755960049	14.5247207075362	21.368424965748	23.5445653818734	4	4	4	4
Adck3	ADCK3	3.29681467145969	94.8539118009421	16.4752224741596	9.28682576044026	3	5	4	4
Adck4	ADCK4	17.4718153537485	24.0418876591325	17.2695931065703	28.6016499846782	4	4	4	4
Adck5	ADCK5	14.5721846954914	18.4238562950936	18.8663373854998	19.2683102954022	4	4	4	4
Adcy1	ADCY1	0	0.0513665704400476	0.0388700454849522	0.967555335701574	0	1	1	3
Adcy10	ADCY10	0.0315884821798166	0.0350374078597373	0.226086043893295	0	1	1	2	0
NULL	ADCY10P1	0	0	0.107383333245356	0.0520789331726932	0	0	1	1
Adcy2	ADCY2	0.0393939456091502	0	0.0313390982267613	0.0181446435196208	1	0	1	1
Adcy3	ADCY3	10.3455034740668	2.52474136858309	5.80325234889599	12.7956865014042	4	3	3	4
Adcy4	ADCY4	0.783933128055191	0.144502820111411	0.232984791777863	0.502800210111505	3	2	2	2
Adcy5	ADCY5	0.10768114114385	0.0787630042545217	0.0674226853788217	0.127421400761805	2	1	1	1
Adcy6	ADCY6	17.8071903321956	0.197313487866357	2.74628570610173	1.31291966556292	4	2	3	3
Adcy7	ADCY7	84.7122370973667	38.8261423121486	271.371084856306	184.609935652317	5	4	5	5
Adcy8	ADCY8	0	0.0126250783912023	0	0	0	1	0	0
Adcy9	ADCY9	1.7746080107114	0.891268406315742	0.51570566189319	1.23184286127774	3	3	2	3
Adcyap1	ADCYAP1	0	0	0.0324390105466176	0	0	0	1	0
Adcyap1r1	ADCYAP1R1	0.0107156319853234	0.0211407494713004	0.0148032166068771	0.0177239011256782	1	1	1	1
Add1	ADD1	199.957768619149	91.6385939937066	141.828709671075	151.728505504175	5	5	5	5
Add2	ADD2	231.791572201428	0.931350735250339	38.6441192902135	0.615140526880103	5	3	4	3
Add3	ADD3	75.8113553994042	33.3226196870249	59.0541387585252	62.977271663424	5	4	5	5
NULL	ADGB	0	0	0.0183095496405943	0	0	0	1	0
NULL	ADH1A	0	0	0	0	0	0	0	0
NULL	ADH1B	0	0	0	0	0	0	0	0
NULL	ADH1C	0	0	0	0	0	0	0	0
Adh4	ADH4	0.0340789510027339	0.0676114679746908	0	0	1	1	0	0
Adh5	ADH5	158.845543321604	331.846959398769	191.62058531711	102.773429704248	5	5	5	5
NULL	ADH6	0	0	0.0452762421171607	0.036924952283942	0	0	1	1
Adh7	ADH7	0.031261127055815	0	0	0.036740421955585	1	0	0	1
Adhfe1	ADHFE1	0.539172160942444	0.674180566862298	0.290265079958948	4.72688445063514	2	2	2	3
Adi1	ADI1	77.6863113664913	86.6600129282689	120.087568865403	70.2730302421076	5	5	5	5
Adig	ADIG	0.0774342772399158	0	0	0	1	0	0	0
Adipoq	ADIPOQ	0.0344975017689948	0.233687503973122	0	0	1	2	0	0
NULL	ADIPOQ-AS1	0	0	0	0	0	0	0	0
Adipor1	ADIPOR1	153.518598471781	133.66717465538	169.254390791416	129.795233718921	5	5	5	5
Adipor2	ADIPOR2	88.5096493431854	64.5546322614131	92.7124187097661	83.1736986436686	5	5	5	5
NULL	ADIRF	0	0	0	0	0	0	0	0
Adk	ADK	1725.50003750877	1105.6541433527	83.8734292041366	76.0439833455262	5	5	5	5
Adm	ADM	0.142422410995291	7.36786765259987	0.293171397309504	4.01685553078435	2	3	2	3
Adm2	ADM2	40.2199828373713	5.44748948556073	5.22270644748781	2.26481240280487	4	3	3	3
NULL	ADM5	0	0	0.193032207827602	0.223416546055848	0	0	2	2
Adnp	ADNP	63.977617043441	60.2043954850384	61.9357998069384	84.7712216941069	5	5	5	5
Adnp2	ADNP2	28.5506054017622	18.745539267243	18.084828094551	21.9568642807551	4	4	4	4
Ado	ADO	20.8303296500696	13.7331061154051	19.4593090461497	26.7762465849555	4	4	4	4
Adora1	ADORA1	0.00517325857797727	0.0382188736516208	0	0	1	1	0	0
Adora2a	ADORA2A	0.0314296447708266	2.16315059798804	0	1.2632946071588	1	3	0	3
NULL	ADORA2A-AS1	0	0	0	0.16299815484304	0	0	0	2
Adora2b	ADORA2B	3.62273093262208	1.08109910949858	9.55025171152199	0.490014285123349	3	3	4	2
Adora3	ADORA3	1.08542877604615	1.71007792129095	0.482884308255803	1.31706401715744	3	3	2	3
Adpgk	ADPGK	28.2477224455932	34.8376256077915	61.926844111131	95.9601741208598	4	4	5	5
NULL	ADPGK-AS1	0	0	0	0.0504825618924439	0	0	0	1
Adprh	ADPRH	72.0753888275557	108.652460887672	20.2691722672875	88.3868054525793	5	5	4	5
Adprhl1	ADPRHL1	0.379677321206468	0	0.16928044531973	0.375573022846216	2	0	2	2
Adprhl2	ADPRHL2	75.8565451560277	109.109732099864	66.5599491601993	95.7684882355106	5	5	5	5
NULL	ADPRM	0	0	0.326056487187817	0.528674112096471	0	0	2	2
Adra1a	ADRA1A	0.0125541287042316	0.020928332418445	0	0	1	1	0	0
Adra1b	ADRA1B	0.0168443718685264	0.0220318414337079	0	0	1	1	0	0
Adra1d	ADRA1D	0	0	0.0848680344824333	0.0573390271460847	0	0	1	1
Adra2a	ADRA2A	0.414240996117785	0.0411987009594538	0	0.308299030254061	2	1	0	2
Adra2b	ADRA2B	0.0331446588068941	0.0659947373008958	0	0.235499341437269	1	1	0	2
Adra2c	ADRA2C	0	0	0.0912560376338782	0	0	0	1	0
Adrb1	ADRB1	0	0	0.01597544729846	0.16201459234152	0	0	1	2
Adrb2	ADRB2	4.59251274201053	0.212371715708677	0.592420191968104	2.3017610092437	3	2	2	3
Adrb3	ADRB3	0.0197939985423719	0.0491061066074512	0	0	1	1	0	0
Adrbk1	ADRBK1	244.269212049542	478.781047485053	167.981264567077	283.545010529783	5	5	5	5
Adrbk2	ADRBK2	0.295676416038184	1.19436151495986	1.91721514141283	3.99918958938257	2	3	3	3
NULL	ADRM1	0	0	3.67712634290342	2.92284827516186	0	0	3	3
Adsl	ADSL	322.743332266888	318.007903170156	539.632234195838	468.381590854673	5	5	5	5
Adss	ADSS	190.394650769387	175.347213219796	112.173287352069	70.7662237819255	5	5	5	5
Adssl1	ADSSL1	18.0535658718981	12.9394662721668	56.5904121826665	5.42423285065878	4	4	5	3
NULL	ADTRP	0	0	0.801058170655517	0.183115980272369	0	0	3	2
NULL	ADV21S1A1N	0	0	0	3.44371756510735	0	0	0	3
Aebp1	AEBP1	0.200897739014082	1.55087001540288	0.553509202879784	0.693162380284109	2	3	2	3
Aebp2	AEBP2	19.4982143006717	23.3110988276599	17.5895441898949	35.7473740335208	4	4	4	4
NULL	AEN	0	0	0.620593156257997	0.898799968609284	0	0	2	3
Aes	AES	1047.29238962424	203.887765297025	186.832398302665	199.647061349899	5	5	5	5
NULL	AF007147	0	0	0.0174228659520297	0.0932689433943869	0	0	1	1
NULL	AF020763	0	0	0	0	0	0	0	0
NULL	AF035281	0	0	0.163737013528676	0.162627927599755	0	0	2	2
NULL	AF047486	0	0	0	0	0	0	0	0
NULL	AF055024	0	0	0	0	0	0	0	0
NULL	AF063596	0	0	0.0923381014161662	0.142286075680633	0	0	1	2
NULL	AF070569	0	0	0	0	0	0	0	0
NULL	AF070581	0	0	0	0.0204878600791563	0	0	0	1
NULL	AF072097	0	0	0.322157594758918	0.626476573083264	0	0	2	3
NULL	AF075036	0	0	0	0	0	0	0	0
NULL	AF075112	0	0	1.19221692391119	0	0	0	3	0
NULL	AF079515	0	0	9.74099147191779	12.5838589925103	0	0	4	4
NULL	AF085962	0	0	0	0	0	0	0	0
NULL	AF085995	0	0	1.45874499814712	1.72561811588299	0	0	3	3
NULL	AF086102	0	0	0.329868789926087	0.182782422799413	0	0	2	2
NULL	AF086125	0	0	0.292636602979083	0	0	0	2	0
NULL	AF086126	0	0	0.0631775383174509	0.0724712006878266	0	0	1	1
NULL	AF086132	0	0	0.741898354924004	0.774805167984955	0	0	3	3
NULL	AF086154	0	0	0	0	0	0	0	0
NULL	AF086165	0	0	0	0	0	0	0	0
NULL	AF086184	0	0	0.114196803920521	0.134016413985637	0	0	1	1
NULL	AF086203	0	0	0.137362915811689	0	0	0	1	0
NULL	AF086219	0	0	0.326419509069034	0	0	0	2	0
NULL	AF086258	0	0	0	0	0	0	0	0
NULL	AF086285	0	0	0.88615455952718	0.750378070615187	0	0	3	3
NULL	AF086288	0	0	0	0	0	0	0	0
NULL	AF086294	0	0	0	0	0	0	0	0
NULL	AF086303	0	0	0	0	0	0	0	0
NULL	AF086346	0	0	0	0	0	0	0	0
NULL	AF086351	0	0	0.588401561573518	0	0	0	2	0
NULL	AF086476	0	0	0.573733619540881	3.17084802018013	0	0	2	3
NULL	AF088041	0	0	0.440929558269759	0.415412325145212	0	0	2	2
NULL	AF090102	0	0	0	0	0	0	0	0
NULL	AF090939	0	0	0.0285669041383542	0.065970071031249	0	0	1	1
NULL	AF116693	0	0	0.619518765448773	0.156137687750535	0	0	2	2
NULL	AF119915	0	0	0	0	0	0	0	0
NULL	AF131837	0	0	0	0	0	0	0	0
NULL	AF143870	0	0	0	0	0	0	0	0
NULL	AF143871	0	0	0	0.155484549213933	0	0	0	2
NULL	AF157115	0	0	0.0843623227454227	0.116692242409338	0	0	1	1
NULL	AF161365	0	0	0.199324400509672	0	0	0	2	0
NULL	AF161442	0	0	0.192059059983548	0	0	0	2	0
NULL	AF188711	0	0	0	0.0387002997807933	0	0	0	1
NULL	AF198444	0	0	0.0128882110506828	0.0597159225548905	0	0	1	1
NULL	AF216583	0	0	0.0698873522308108	0.080468613844112	0	0	1	1
NULL	AF258550	0	0	0.178347788952131	0.131327384987084	0	0	2	1
NULL	AF258560	0	0	0.0504608979966042	0.261209281960117	0	0	1	2
NULL	AF268386	0	0	0.0704060835128027	0.109812552613096	0	0	1	1
NULL	AF279775	0	0	0	0	0	0	0	0
NULL	AF279780	0	0	0.0659966674063749	0.189745154784153	0	0	1	2
NULL	AF279782	0	0	0.830041198114886	0.0739676464529515	0	0	3	1
NULL	AF289551	0	0	0.409680523287782	0.165572293270521	0	0	2	2
NULL	AF339801	0	0	0	0	0	0	0	0
NULL	AF339817	0	0	0.00565945081762154	0.0560501815482728	0	0	1	1
NULL	AF380582	0	0	0	0	0	0	0	0
NULL	AF387615	0	0	0	0	0	0	0	0
NULL	AF397448	0	0	0	0	0	0	0	0
NULL	AF401214	0	0	0	0	0	0	0	0
NULL	AF420437	0	0	0	0	0	0	0	0
NULL	AF508906	0	0	0	0	0	0	0	0
NULL	AF508907	0	0	0	0	0	0	0	0
NULL	AF520419	0	0	0	0	0	0	0	0
NULL	AF520792	0	0	0.979661093723556	1.05004630483004	0	0	3	3
NULL	AF520793	0	0	0	0.338671546364272	0	0	0	2
NULL	AF532840	0	0	0	0	0	0	0	0
NULL	AF548120	0	0	0	0	0	0	0	0
Afap1	AFAP1	0.104059010594489	1.70797606711378	0.519634919376146	0.330110332362157	2	3	2	2
NULL	AFAP1-AS1	0	0	0.494390410168169	0.0772306024001868	0	0	2	1
Afap1l1	AFAP1L1	0.136243877961027	0.206533648402337	0.890109910819922	0.323520498013989	2	2	3	2
Afap1l2	AFAP1L2	0	1.54814213387528	0.0696313383873955	4.26165293530385	0	3	1	3
Aff1	AFF1	154.618338050216	308.325032025914	171.82565302313	385.087095355979	5	5	5	5
Aff2	AFF2	0	0	0.117116917811307	0.0725136022223883	0	0	1	1
Aff3	AFF3	4.30955874070886	5.91103117258959	1.08323221138243	15.8846580805919	3	3	3	4
Aff4	AFF4	13.6674060972475	14.8246085250347	17.1691241742139	16.7179806170278	4	4	4	4
NULL	AFG3L1P	0	0	1.01512231793571	1.03918717081968	0	0	3	3
Afg3l2	AFG3L2	190.063200231762	136.893696975853	204.898918901964	143.790019127269	5	5	5	5
Afm	AFM	0.0562068352739051	0.0386213705143183	0.153856028479547	0	1	1	2	0
Afmid	AFMID	10.3924683319152	19.333871814469	52.5290479724272	55.5590086466415	4	4	5	5
Afp	AFP	0.386867687903071	5.40452001023664	105.384686027215	4.16129388699573	2	3	5	3
Aftph	AFTPH	24.6521357692231	32.8331438064297	26.1473344421371	65.1287550972024	4	4	4	5
Aga	AGA	37.9229478875389	59.915655518294	31.4307466627464	28.494036240108	4	5	4	4
NULL	AGAP1	0	0	0.330271117063531	0.0128753034820154	0	0	2	1
NULL	AGAP11	0	0	0.400886976837055	0.0221456445388391	0	0	2	1
Agap2	AGAP2	0.805270878569087	14.5916435922105	0.931248469130945	14.7229577263984	3	4	3	4
NULL	AGAP2-AS1	0	0	0.0434787946965108	0.0510248268743098	0	0	1	1
Agap3	AGAP3	332.397575479274	145.009938043983	142.414103497385	68.6416686245913	5	5	5	5
NULL	AGAP4	0	0	0.14905904354935	0.0761098708980403	0	0	2	1
NULL	AGAP5	0	0	0.1370714329223	0.167249148584888	0	0	1	2
NULL	AGAP6	0	0	0.479174737485479	0.353636099699705	0	0	2	2
NULL	AGAP7	0	0	0.0604175676477848	0.0374347807869395	0	0	1	1
NULL	AGAP8	0	0	0.114636069141415	0.0687757232272818	0	0	1	1
NULL	AGAP9	0	0	0	0.0398113460912098	0	0	0	1
Agbl1	AGBL1	0	0	0	0.0240171063658209	0	0	0	1
NULL	AGBL1-AS1	0	0	0	0	0	0	0	0
Agbl2	AGBL2	0.13213852206823	0.341907153166759	0.169604387919534	0.340160403221009	2	2	2	2
Agbl3	AGBL3	4.49681059297196	5.74813744088898	1.0718876745694	2.38061207653164	3	3	3	3
Agbl4	AGBL4	0	0	0.0283708002595627	0.0282227121268599	0	0	1	1
Agbl5	AGBL5	84.6173415151114	34.2496829931868	103.471279263961	52.0576947969367	5	4	5	5
Ager	AGER	8.60110146475756	11.5485075248321	9.29540256350029	13.6218257812702	3	4	4	4
Agfg1	AGFG1	42.3858846964587	62.7227496773446	15.2074264341691	26.4044882728033	4	5	4	4
Agfg2	AGFG2	43.109578137396	25.7848610718038	9.32698835574766	19.5696465749235	4	4	4	4
Aggf1	AGGF1	61.1220379406452	71.3858046243867	222.660284655793	217.545992406419	5	5	5	5
Agk	AGK	61.2126177559727	49.3615684966828	128.353018981072	119.309214549939	5	4	5	5
Agl	AGL	16.6172111279864	6.90625592043859	16.5948495351647	14.9953593315163	4	3	4	4
Agmat	AGMAT	0.617219448642506	0	0.0204173740801706	0.72846235001585	3	0	1	3
NULL	AGMO	0	0	0.0576977015620348	0	0	0	1	0
NULL	AGO1	0	0	0.282370084940903	0.267067253736984	0	0	2	2
NULL	AGO2	0	0	0.57603613427722	0.677007809672104	0	0	2	3
NULL	AGO3	0	0	0.85794517915262	0.769790366483329	0	0	3	3
NULL	AGO4	0	0	0.220256458468685	0.152288896103663	0	0	2	2
Agpat1	AGPAT1	56.6846418992217	28.1183640863072	63.3148480325123	29.5729575395641	5	4	5	4
Agpat2	AGPAT2	64.7538688882094	30.3971878836279	27.5746980309436	19.9950771341932	5	4	4	4
Agpat3	AGPAT3	1.53375876551764	212.394404386402	9.08212200032772	11.173410533475	3	5	4	4
Agpat4	AGPAT4	19.7144823853977	74.1550058259029	16.1608702642167	5.62869322788443	4	5	4	3
NULL	AGPAT4-IT1	0	0	0.101425758429648	0.122080400551059	0	0	1	1
Agpat5	AGPAT5	103.641507026223	69.9427911278589	44.2343103236616	95.7452091166284	5	5	4	5
Agpat6	AGPAT6	131.830003731882	122.712854669078	88.2999356873688	86.3395912313092	5	5	5	5
Agpat9	AGPAT9	0.933786024185112	4.64837498727982	10.9022195713414	0.606037396000081	3	3	4	3
Agphd1	AGPHD1	0	0.412432415420458	0.561870439155897	0.237561833432604	0	2	2	2
Agps	AGPS	102.152227216672	92.1468474778369	47.5173423647818	25.0781216564321	5	5	5	4
Agr2	AGR2	0.0797591358444534	0	0.0773607699926839	0	1	0	1	0
Agr3	AGR3	0	0	0	0	0	0	0	0
Agrn	AGRN	236.654742563805	55.7578897510729	33.104327446629	34.1499757112244	5	5	4	4
Agrp	AGRP	0.854658535713643	0.244480720530735	0	1.29267166888376	3	2	0	3
Agt	AGT	0.036027809398362	0	0.0481494982263444	0	1	0	1	0
Agtpbp1	AGTPBP1	20.126808261014	9.47441172850986	10.9744241434206	37.5978866253791	4	4	4	4
NULL	AGTR1	0	0	0	0.0260929333793919	0	0	0	1
Agtr2	AGTR2	0	0	0	0.0214034570793796	0	0	0	1
Agtrap	AGTRAP	12.6298752434523	9.30344974120159	83.9176911849849	22.103133200388	4	3	5	4
Agxt	AGXT	0	0	0	0	0	0	0	0
Agxt2	AGXT2	0	0.0955865975770302	0	0	0	1	0	0
Agxt2l1	AGXT2L1	0	0.0676561162603875	0	0	0	1	0	0
Agxt2l2	AGXT2L2	61.8287326651425	94.3245986526673	41.6009434934029	66.8061642913794	5	5	4	5
Ahctf1	AHCTF1	127.804780901903	158.040122822	65.0775055398365	44.8845698478363	5	5	5	4
NULL	AHCTF1P1	0	0	0.259368881860188	0.155262618892824	0	0	2	2
NULL	AHCY	0	0	2.60724070691021	2.13180169918172	0	0	3	3
Ahcyl1	AHCYL1	268.537567344635	201.426383684757	252.9032075148	155.851882905281	5	5	5	5
Ahcyl2	AHCYL2	15.3274296561172	64.8066141622306	35.964567891548	30.2409648915982	4	5	4	4
Ahdc1	AHDC1	10.9176641141826	19.3328256784574	56.2734645645279	38.1321100462315	4	4	5	4
Ahi1	AHI1	1.67148113179283	1.20846173818079	3.17684052986518	1.27976679348274	3	3	3	3
Ahnak	AHNAK	14.7202449127832	9.72447801718505	404.701414328017	178.917354588661	4	4	5	5
Ahnak2	AHNAK2	3.7700780650936	4.71219542219785	0.728312343218623	0.999419422970362	3	3	3	3
Ahr	AHR	0.0139997165331818	3.18451356971518	0	3.25293063260994	1	3	0	3
Ahrr	AHRR	0.258307553058043	7.48420870404044	0.393777350255774	4.24721604447587	2	3	2	3
Ahsa1	AHSA1	439.124173460142	457.447119049139	521.526630790773	421.129236364663	5	5	5	5
Ahsa2	AHSA2	37.8078148388257	56.143228403066	63.1152604085841	97.7593056600675	4	5	5	5
Ahsg	AHSG	0.110396331232806	0.14466318178209	0	0.414214355437891	2	2	0	2
NULL	AHSP	0	0	8.61483631010345	0.166527545389069	0	0	4	2
Aicda	AICDA	0.0812616700444438	18.5162936621969	0	27.4268987342995	1	4	0	4
Aida	AIDA	0	0	0.283695323586523	0.217881365860322	0	0	2	2
Aif1	AIF1	4.15128775148305	71.1605694908827	11.7809533570609	46.2376840757725	3	5	4	4
Aif1l	AIF1L	3.06047276781087	0.278495765947983	3.32757941883712	0.232548043390705	3	2	3	2
Aifm1	AIFM1	538.939961095995	321.204490083543	266.563186839433	130.098045169325	5	5	5	5
Aifm2	AIFM2	21.7932075221304	19.8237285221871	19.4893247801274	26.0983290681427	4	4	4	4
Aifm3	AIFM3	0.79519362519908	0.113846458504109	0.19857950697347	0.566440435312625	3	1	2	2
Aig1	AIG1	0	37.0350170528524	12.3940587357328	2.1583879958076	0	4	4	3
Aim1	AIM1	0.957299585162439	11.2922595197804	0.597133686246319	19.5636900465332	3	4	2	4
Aim1l	AIM1L	0.319453510335933	1.64836894507372	2.63190931280249	0.205259631920496	2	3	3	2
Aim2	AIM2	4.11107561917405	17.7565235730031	4.46639521173265	67.9801073929248	3	4	3	5
Aimp1	AIMP1	223.312212289897	348.172170877205	106.754442832339	89.5510267462731	5	5	5	5
Aimp2	AIMP2	106.427587768736	114.792556225268	145.510266275061	98.4685344976221	5	5	5	5
Aip	AIP	190.959082162566	184.953120685482	173.748289424282	278.388503344041	5	5	5	5
Aipl1	AIPL1	0.377613947072907	0.5833472067112	0.193800426135022	0.348637215042623	2	2	2	2
Aire	AIRE	0.175212960575406	0.238813120974294	0	0.202257436366575	2	2	0	2
NULL	AIRN	0	0	0	0	0	0	0	0
NULL	AJ004954	0	0	0	12.8271873219662	0	0	0	4
NULL	AJ011378	0	0	0	0	0	0	0	0
NULL	AJ011981	0	0	0.122349384625038	0	0	0	1	0
NULL	AJ276246	0	0	0	0	0	0	0	0
NULL	AJ297365	0	0	0	0	0	0	0	0
NULL	AJ420422	0	0	0	0	0	0	0	0
NULL	AJ420489	0	0	0	0	0	0	0	0
NULL	AJ420595	0	0	0	0.547036610837258	0	0	0	2
NULL	AJ515158	0	0	0	0	0	0	0	0
NULL	AJ606316	0	0	0.057020513799783	0.0232763865868703	0	0	1	1
NULL	AJ606328	0	0	0	0	0	0	0	0
NULL	AJ606330	0	0	0	0	0	0	0	0
NULL	AJ606331	0	0	0.0930446368152571	0.034017131626629	0	0	1	1
Ajap1	AJAP1	0	0	0	0.0422970271350104	0	0	0	1
NULL	AJUBA	0	0	0.306052367829445	0.0921376887165792	0	0	2	1
NULL	AK000154	0	0	0.0613651135047364	0.146414370075417	0	0	1	2
NULL	AK000451	0	0	0	0.186112680795569	0	0	0	2
NULL	AK000470	0	0	0.0935487312724732	0.129399130695767	0	0	1	1
NULL	AK000798	0	0	0.036700668525288	0.0199210821758223	0	0	1	1
NULL	AK000807	0	0	0	0.234901572756122	0	0	0	2
NULL	AK000840	0	0	0	0	0	0	0	0
NULL	AK000953	0	0	0.604184043814452	0.773636609201316	0	0	2	3
NULL	AK001057	0	0	0.0852066294288776	1.03802452242503	0	0	1	3
NULL	AK001351	0	0	0	0.0777901961950328	0	0	0	1
NULL	AK001394	0	0	0	0.0241405742265802	0	0	0	1
NULL	AK001533	0	0	0.128494969767281	0.122252240534607	0	0	1	1
NULL	AK001558	0	0	0.235226369319369	0.142739553269087	0	0	2	2
NULL	AK001582	0	0	0.0256149404496319	0.026497493009401	0	0	1	1
NULL	AK001928	0	0	0	0	0	0	0	0
NULL	AK001975	0	0	0.0813593551048234	0.151497459708336	0	0	1	2
NULL	AK002090	0	0	0.308553307122761	0.0903750609664341	0	0	2	1
NULL	AK021537	0	0	0	0	0	0	0	0
NULL	AK021551	0	0	0.0488651034508563	0.07960327003668	0	0	1	1
NULL	AK021563	0	0	0.506791638280849	0.337666520403801	0	0	2	2
NULL	AK021570	0	0	0	0.0439371442890363	0	0	0	1
NULL	AK021664	0	0	0	0.351765381154553	0	0	0	2
NULL	AK021739	0	0	0.124617204330537	0.0955930109074442	0	0	1	1
NULL	AK021804	0	0	0	0	0	0	0	0
NULL	AK021876	0	0	0.169186589698992	0.161609058262347	0	0	2	2
NULL	AK021888	0	0	0.256913461896088	0.191658932964378	0	0	2	2
NULL	AK021933	0	0	0	0	0	0	0	0
NULL	AK021977	0	0	0	0.00786421578437571	0	0	0	1
NULL	AK022030	0	0	0.175713154275316	0.265556021328527	0	0	2	2
NULL	AK022382	0	0	0.367962917431804	0.597397513809303	0	0	2	2
NULL	AK022787	0	0	0	0	0	0	0	0
NULL	AK022793	0	0	0	0	0	0	0	0
NULL	AK022898	0	0	0.0422073959186548	0	0	0	1	0
NULL	AK022914	0	0	0.109111846452601	0	0	0	1	0
NULL	AK022915	0	0	0.27399567529709	0.345099993069969	0	0	2	2
NULL	AK022993	0	0	0.136629201055276	0.117037044898589	0	0	1	1
NULL	AK022997	0	0	0	0.329310892816078	0	0	0	2
NULL	AK023033	0	0	0.132320721963769	0	0	0	1	0
NULL	AK023040	0	0	0.0569970959465966	0.44897293808002	0	0	1	2
NULL	AK023159	0	0	0.0967901014843951	0.0869819584129639	0	0	1	1
NULL	AK023178	0	0	0.210237864383739	0.162662630123518	0	0	2	2
NULL	AK023304	0	0	0	0	0	0	0	0
NULL	AK023417	0	0	0.0730018422402521	0.0665895014863265	0	0	1	1
NULL	AK023457	0	0	0.138490053065945	0.224751355408724	0	0	1	2
NULL	AK023507	0	0	0	0.19226708676794	0	0	0	2
NULL	AK023515	0	0	0.303956962803832	0	0	0	2	0
NULL	AK023548	0	0	0	0	0	0	0	0
NULL	AK023566	0	0	0.049811281118838	0.114423430102418	0	0	1	1
NULL	AK023614	0	0	0	0.180644182848956	0	0	0	2
NULL	AK023627	0	0	0.314657731052884	0.207281763200593	0	0	2	2
NULL	AK023809	0	0	0.498827308543028	0.0193415470273803	0	0	2	1
