#mm9.knownGene.name	mm9.knownGene.chrom	mm9.knownGene.txStart	mm9.knownGene.txEnd	mm9.kgXref.geneSymbol	mm9.knownToEnsembl.value
uc011wjr.1	chr1	37426065	37461284	Inpp4a	ENSMUST00000114933
uc007aro.2	chr1	37473929	37486948	6330578E17Rik	ENSMUST00000027286
uc007arp.1	chr1	37487016	37495969	Unc50	ENSMUST00000027285
uc007arq.1	chr1	37487030	37495969	Unc50	ENSMUST00000027285
uc007arr.2	chr1	37496184	37552940	Mgat4a	ENSMUST00000042161
uc007art.2	chr1	37496184	37593249	Mgat4a	ENSMUST00000151952
uc007aru.2	chr1	37496184	37593249	Mgat4a	ENSMUST00000151952
uc007arv.2	chr1	37496184	37597858	Mgat4a	ENSMUST00000151952
uc011wjs.1	chr1	37542695	37545450	4930594C11Rik	ENSMUST00000151866
uc007arx.2	chr1	37668520	37776656	2010300C02Rik	ENSMUST00000162875
uc007arw.1	chr1	37668521	37682913	2010300C02Rik	ENSMUST00000162875
uc007ary.1	chr1	37694705	37776656	2010300C02Rik	ENSMUST00000160589
uc007arz.1	chr1	37811620	37921924	Tsga10	ENSMUST00000041815
uc007asa.1	chr1	37817668	37912218	Tsga10	ENSMUST00000114902
uc007asb.1	chr1	37817668	37912218	Tsga10	ENSMUST00000088072
uc007asc.1	chr1	37817668	37922143	Tsga10	ENSMUST00000088072
uc007asd.1	chr1	37889250	37921652	Tsga10	ENSMUST00000123082
uc007ase.1	chr1	37889250	37921924	Tsga10	ENSMUST00000123082
uc007asf.1	chr1	37889250	37921924	Tsga10	ENSMUST00000123082
uc007asg.1	chr1	37922143	37928233	AK039030	ENSMUST00000163219
uc007ash.2	chr1	37929050	37933143	Lipt1	ENSMUST00000041621
uc007asi.1	chr1	37935734	37947256	Mitd1	ENSMUST00000027257
uc007asj.1	chr1	37947397	37955178	Mrpl30	ENSMUST00000027256
uc007ask.1	chr1	37962767	37973338	Lyg2	ENSMUST00000078307
uc007asl.1	chr1	38003582	38014604	Lyg1	ENSMUST00000114894
uc007asm.1	chr1	38040711	38054053	Txndc9	ENSMUST00000162031
uc007asn.1	chr1	38040711	38054095	Txndc9	ENSMUST00000162031
uc007aso.1	chr1	38054854	38112424	Eif5b	ENSMUST00000027252
uc007asp.1	chr1	38109630	38140672	Rev1	ENSMUST00000027251
uc007asq.1	chr1	38109630	38145519	Rev1	ENSMUST00000027251
uc007asr.1	chr1	38109630	38186507	Rev1	ENSMUST00000027251
uc007ass.2	chr1	38234171	38721800	Aff3	ENSMUST00000039827
uc007ast.1	chr1	38264750	38592136	Aff3	ENSMUST00000095027
uc007asu.1	chr1	38266397	38684089	Aff3	ENSMUST00000039827
uc007asw.1	chr1	38441793	38450819	AK048050	ENSMUST00000143261
uc007asx.1	chr1	38851353	38878060	Lonrf2	ENSMUST00000039612
uc007asy.1	chr1	38920717	38955005	Chst10	ENSMUST00000027249
uc011wjt.1	chr1	38920717	38955005	Chst10	ENSMUST00000027249
uc007asz.1	chr1	38920717	38955005	Chst10	ENSMUST00000027249
uc007ata.1	chr1	38926987	38955005	Chst10	ENSMUST00000064410
uc007atb.1	chr1	38995993	39007121	Nms	ENSMUST00000088029
uc007atc.1	chr1	39044658	39054081	Pdcl3	ENSMUST00000027247
uc007atd.2	chr1	39251116	39420085	Npas2	ENSMUST00000056815
uc007ate.2	chr1	39424695	39428211	Gm6635	ENSMUST00000086535
uc007atf.2	chr1	39424695	39428755	Rpl31	ENSMUST00000086535
uc007atg.2	chr1	39428341	39535592	Tbc1d8	ENSMUST00000054462
uc007ath.2	chr1	39430160	39535592	Tbc1d8	ENSMUST00000054462
uc007ati.1	chr1	39592398	39603722	D1Bwg0212e	ENSMUST00000161515
uc007atj.1	chr1	39595089	39603722	D1Bwg0212e	ENSMUST00000161515
uc007atk.1	chr1	39604432	39608847	AK040602	ENSMUST00000146314
uc011wju.1	chr1	39605591	39605685	Snord89	ENSMUST00000104516
uc007atl.2	chr1	39608143	39634192	Rnf149	ENSMUST00000062525
uc007atm.1	chr1	39675250	39708027	Creg2	ENSMUST00000053355
uc007atn.2	chr1	39722145	39777834	Rfx8	ENSMUST00000151913
uc007ato.2	chr1	39860985	39862177	Gm3646	ENSMUST00000171319
uc007atp.1	chr1	39899272	39904175	BC048628	n/a
uc007atq.1	chr1	39899272	39904175	AK006899	n/a
uc007atr.1	chr1	39957757	40083155	Map4k4	ENSMUST00000168431
uc007ats.1	chr1	39957757	40083155	Map4k4	ENSMUST00000168431
uc011wjv.1	chr1	39957757	40083155	Map4k4	ENSMUST00000163854
uc011wjw.1	chr1	39957757	40083155	Map4k4	ENSMUST00000168512
uc011wjx.1	chr1	39957757	40083155	Map4k4	ENSMUST00000163854
uc007att.1	chr1	40133072	40142696	AK041998	ENSMUST00000122879
uc007atu.1	chr1	40141612	40182070	Il1r2	ENSMUST00000027243
uc011wjy.1	chr1	40141612	40182070	Il1r2	ENSMUST00000027243
uc007atv.1	chr1	40281924	40373022	Il1r1	ENSMUST00000027241
uc007atw.1	chr1	40323430	40373022	Il1r1	ENSMUST00000114795
uc007atx.1	chr1	40381471	40422316	Il1rl2	ENSMUST00000095020
uc007aty.1	chr1	40381534	40422316	Il1rl2	ENSMUST00000095020
uc007atz.2	chr1	40486449	40505207	Il1rl1	ENSMUST00000173514
uc007aua.2	chr1	40496493	40505207	Il1rl1	ENSMUST00000173514
uc007aub.2	chr1	40496493	40522259	Il1rl1	ENSMUST00000097772
uc007auc.2	chr1	40497472	40522259	Il1rl1	ENSMUST00000097772
uc007aud.1	chr1	40522396	40548425	Il18r1	ENSMUST00000167723
uc007aue.1	chr1	40522465	40541188	Il18r1	ENSMUST00000097771
uc007auf.1	chr1	40522465	40548425	Il18r1	ENSMUST00000167723
uc007aug.1	chr1	40522814	40548425	Il18r1	ENSMUST00000167723
uc007auh.1	chr1	40522850	40557678	Il18r1	ENSMUST00000108044
uc011wjz.1	chr1	40522850	40557699	Il18r1	ENSMUST00000108044
uc007aui.1	chr1	40572206	40583762	Il18rap	ENSMUST00000159724
uc007auj.1	chr1	40572206	40596330	Il18rap	ENSMUST00000163057
uc007auk.1	chr1	40572206	40606142	Il18rap	ENSMUST00000027237
uc007aul.1	chr1	40637071	40687576	Slc9a4	ENSMUST00000027233
uc007aum.1	chr1	40738556	40784005	Slc9a2	ENSMUST00000027231
uc007aun.1	chr1	40738556	40825730	Slc9a2	ENSMUST00000027231
uc007auo.1	chr1	40828884	40847502	Mfsd9	ENSMUST00000039672
uc007aup.1	chr1	40828884	40847502	Mfsd9	ENSMUST00000131390
uc007auq.1	chr1	40862445	40912112	Tmem182	ENSMUST00000114765
uc007aur.1	chr1	42705044	42724517	2610017I09Rik	ENSMUST00000078844
uc007aus.1	chr1	42705044	42749960	2610017I09Rik	ENSMUST00000078844
uc007aut.1	chr1	42705044	42749960	2610017I09Rik	ENSMUST00000078844
uc007auu.1	chr1	42705044	42751670	2610017I09Rik	ENSMUST00000078844
uc007auv.1	chr1	42749876	42751670	2610017I09Rik	n/a
uc007auw.1	chr1	42753990	42757054	Pou3f3	ENSMUST00000054883
uc007aux.2	chr1	42757180	42760021	2900092D14Rik	n/a
uc007auy.1	chr1	42763916	42764897	AK011913	n/a
uc007auz.2	chr1	42908077	42938776	Mrps9	ENSMUST00000057208
uc007ava.2	chr1	42908077	42962528	Mrps9	ENSMUST00000057208
uc007avb.1	chr1	42919313	42955972	Mrps9	ENSMUST00000057208
uc007avc.2	chr1	43009716	43011992	Gpr45	ENSMUST00000055874
uc007avd.2	chr1	43009716	43092294	Gpr45	ENSMUST00000114761
uc007ave.1	chr1	43104113	43149331	Tgfbrap1	ENSMUST00000095014
uc007avf.1	chr1	43104113	43155467	Tgfbrap1	ENSMUST00000095014
uc007avg.1	chr1	43111552	43117778	Tgfbrap1	ENSMUST00000095014
uc007avh.1	chr1	43131085	43149331	Tgfbrap1	ENSMUST00000114756
uc007avi.1	chr1	43131085	43155482	Tgfbrap1	ENSMUST00000114756
uc007avj.1	chr1	43155554	43172791	AI597479	ENSMUST00000010434
uc007avk.1	chr1	43179918	43220806	Fhl2	ENSMUST00000008280
uc007avl.1	chr1	43179918	43253606	Fhl2	ENSMUST00000008280
uc007avm.2	chr1	43245965	43246603	Rpl29	ENSMUST00000120772
uc007avn.1	chr1	43502595	43519067	Nck2	ENSMUST00000136648
uc007avo.2	chr1	43502595	43627363	Nck2	ENSMUST00000086421
uc007avp.2	chr1	43787446	43799409	1500015O10Rik	ENSMUST00000027217
uc007avq.1	chr1	43807075	43884553	Uxs1	ENSMUST00000126008
uc011wka.1	chr1	43807075	43884553	Uxs1	ENSMUST00000076997
uc007avr.1	chr1	43990851	44013848	Tpp2	ENSMUST00000097767
uc011wkb.1	chr1	43990851	44047507	Tpp2	ENSMUST00000097767
uc007avs.1	chr1	43990851	44059816	Tpp2	ENSMUST00000087933
uc007avt.1	chr1	43990851	44059816	Tpp2	ENSMUST00000097767
uc007avu.1	chr1	44039916	44058344	Tpp2	ENSMUST00000087933
uc007avv.1	chr1	44066252	44076851	A530098C11Rik	ENSMUST00000061421
uc007avw.1	chr1	44067354	44076851	A530098C11Rik	ENSMUST00000159881
uc007avx.2	chr1	44143461	44159188	1700029F09Rik	ENSMUST00000128190
uc007avy.2	chr1	44143461	44159188	1700029F09Rik	ENSMUST00000147571
uc007avz.2	chr1	44143461	44159233	1700029F09Rik	ENSMUST00000027215
uc007awa.2	chr1	44143461	44159233	1700029F09Rik	ENSMUST00000027215
uc007awb.1	chr1	44163390	44175618	Kdelc1	ENSMUST00000065767
uc011wkc.1	chr1	44163390	44175618	Kdelc1	ENSMUST00000065767
uc007awc.1	chr1	44168927	44175618	Kdelc1	ENSMUST00000149665
uc007awd.2	chr1	44176006	44201616	Bivm	ENSMUST00000114709
uc007awe.2	chr1	44176028	44201616	Bivm	ENSMUST00000114709
uc007awf.2	chr1	44176812	44201616	Bivm	ENSMUST00000114709
uc007awg.1	chr1	44204588	44206367	AK163166	ENSMUST00000166196
uc007awh.2	chr1	44204588	44235219	Ercc5	ENSMUST00000166196
uc007awi.2	chr1	44204588	44238105	Ercc5	ENSMUST00000166196
uc007awj.1	chr1	44204776	44235219	Ercc5	ENSMUST00000027214
uc007awk.1	chr1	44260914	44275776	4832428D23Rik	ENSMUST00000054801
uc007awl.2	chr1	44608515	44845719	Gulp1	ENSMUST00000160854
uc007awm.2	chr1	44608515	44853681	Gulp1	ENSMUST00000074525
uc007awn.2	chr1	44608515	44853681	Gulp1	ENSMUST00000074525
uc007awp.2	chr1	45368382	45381863	Col3a1	ENSMUST00000129611
uc007awq.2	chr1	45368382	45406551	Col3a1	ENSMUST00000087883
uc007awr.1	chr1	45431175	45560127	Col5a2	ENSMUST00000086430
uc007aws.1	chr1	45471043	45560127	Col5a2	ENSMUST00000134681
uc011wkd.1	chr1	45668515	45668542	AB345950	n/a
uc011wke.1	chr1	45786491	45786515	AB336801	n/a
uc011wkf.1	chr1	45824584	45827047	AK140358	n/a
uc007awt.1	chr1	45852345	45880458	Wdr75	ENSMUST00000027139
uc011wkg.1	chr1	45871389	45880458	Wdr75	ENSMUST00000135662
uc007awu.1	chr1	45964914	45982439	Slc40a1	ENSMUST00000027137
uc007awv.1	chr1	45972085	45982439	Slc40a1	ENSMUST00000027137
uc011wkh.1	chr1	45978000	45983364	Slc40a1	ENSMUST00000027137
uc011wki.1	chr1	45978000	45983364	Slc40a1	ENSMUST00000027137
uc011wkj.1	chr1	46068391	46069108	Gm3852	ENSMUST00000169792
uc011wkk.1	chr1	46077259	46087282	EG212225	ENSMUST00000171707
uc011wkl.1	chr1	46077259	46087282	EG212225	ENSMUST00000167676
uc011wkm.1	chr1	46077259	46087282	EG212225	ENSMUST00000051224
uc007awx.2	chr1	46123582	46430395	Dnahc7b	ENSMUST00000069293
uc007awy.1	chr1	46292092	46328187	Dnahc7b	ENSMUST00000094964
uc007awz.2	chr1	46346377	46430395	Dnahc7b	ENSMUST00000069293
uc007axa.1	chr1	46472999	46473056	AK219219	n/a
uc007axb.1	chr1	46848672	46864308	BC048766	n/a
uc007axc.1	chr1	46864388	46910354	Slc39a10	ENSMUST00000027131
uc007axd.1	chr1	46874446	46892996	Slc39a10	ENSMUST00000141226
uc007axe.1	chr1	47715694	47715752	AK219219	n/a
uc007axf.1	chr1	49301459	49397275	C230029F24Rik	ENSMUST00000056879
uc007axg.2	chr1	50869318	50874545	BC029710	n/a
uc007axh.1	chr1	50957490	50970769	AK020188	ENSMUST00000139157
uc007axi.1	chr1	50966805	51036764	TMEFF2	ENSMUST00000114565
uc007axj.1	chr1	50984366	51244114	Tmeff2	ENSMUST00000081851
uc007axk.1	chr1	51345969	51359804	Sdpr	ENSMUST00000051572
uc007axl.1	chr1	51514777	51515775	AK006937	n/a
uc007axm.1	chr1	51522850	51535243	Nabp1	ENSMUST00000027279
uc007axn.1	chr1	51526331	51535243	Obfc2a	ENSMUST00000027279
uc007axo.1	chr1	51526331	51535263	Obfc2a	ENSMUST00000027279
uc007axp.1	chr1	51526663	51535243	Obfc2a	ENSMUST00000027279
uc007axq.1	chr1	51563929	51653562	AK043869	n/a
uc007axs.2	chr1	51806609	51972818	Myo1b	ENSMUST00000046390
uc007axr.2	chr1	51806609	51972818	Myo1b	ENSMUST00000046390
uc007axt.2	chr1	51814719	51972818	Myo1b	ENSMUST00000046390
uc007axu.2	chr1	51867524	51972818	Myo1b	ENSMUST00000151525
uc007axv.2	chr1	51919488	51972818	Myo1b	ENSMUST00000126657
uc011wkn.1	chr1	52043991	52164028	Stat4	ENSMUST00000168302
uc007axw.1	chr1	52065087	52129288	Stat4	ENSMUST00000027277
uc007axx.1	chr1	52065087	52164028	Stat4	ENSMUST00000027277
uc007axy.1	chr1	52176281	52194696	Stat1	ENSMUST00000070968
uc007axz.1	chr1	52176281	52212117	Stat1	ENSMUST00000070968
uc007aya.1	chr1	52176281	52218707	Stat1	ENSMUST00000070968
uc007ayb.1	chr1	52176333	52218707	Stat1	ENSMUST00000070968
uc007ayc.1	chr1	52176465	52218707	Stat1	ENSMUST00000070968
uc007ayd.1	chr1	52200921	52218707	Stat1	ENSMUST00000070968
uc007aye.2	chr1	52220293	52290076	Gls	ENSMUST00000114513
uc007ayg.1	chr1	52242123	52264203	Gls	ENSMUST00000155587
uc011wko.1	chr1	52242124	52290076	Gls	ENSMUST00000114510
uc007ayh.2	chr1	52512692	52557292	Nab1	ENSMUST00000069792
uc011wkp.1	chr1	52687548	52708763	Tmem194b	ENSMUST00000165859
uc007ayk.3	chr1	52687548	52708763	Tmem194b	ENSMUST00000165859
uc011wkq.1	chr1	52698014	52708762	Tmem194b	ENSMUST00000165859
uc007ayl.2	chr1	52713147	52784162	Mfsd6	ENSMUST00000087702
uc007aym.1	chr1	52716829	52784162	Mfsd6	ENSMUST00000087701
uc007ayn.1	chr1	52732466	52784162	Mfsd6	ENSMUST00000147421
uc007ayo.2	chr1	52846263	52874532	Inpp1	ENSMUST00000027271
uc011wkr.1	chr1	52901889	52917009	Hibch	ENSMUST00000161552
uc007ayp.1	chr1	52901889	52977704	Hibch	ENSMUST00000044478
uc007ayq.1	chr1	52981746	52982161	AK217058	ENSMUST00000114492
uc007ayr.1	chr1	52981970	53009684	1700019D03Rik	ENSMUST00000050567
uc007ays.1	chr1	52981970	53020104	1700019D03Rik	ENSMUST00000114493
uc007ayt.1	chr1	53118506	53124923	Mstn	ENSMUST00000027269
uc007ayu.1	chr1	53215420	53244461	1700019A02Rik	ENSMUST00000072235
uc007ayv.1	chr1	53246031	53353840	Pms1	ENSMUST00000027267
uc007ayw.1	chr1	53252956	53254535	AK052226	n/a
uc007ayx.1	chr1	53253666	53353840	Pms1	ENSMUST00000027267
uc007ayy.2	chr1	53353938	53358797	Ormdl1	ENSMUST00000135746
uc011wks.1	chr1	53353938	53367089	Ormdl1	ENSMUST00000027266
uc007aza.1	chr1	53370506	53380908	Osgepl1	ENSMUST00000114484
uc007azb.1	chr1	53370506	53383019	Osgepl1	ENSMUST00000027265
uc011wkt.1	chr1	53370506	53383019	Osgepl1	ENSMUST00000135614
uc007azc.1	chr1	53370506	53383019	Osgepl1	ENSMUST00000027265
uc007azd.1	chr1	53376552	53383019	Osgepl1	ENSMUST00000150115
uc007aze.1	chr1	53382350	53409543	Asnsd1	ENSMUST00000144660
uc007azf.1	chr1	53401485	53403605	Asnsd1	ENSMUST00000123519
uc007azg.1	chr1	53401487	53409543	Asnsd1	ENSMUST00000027264
uc007azh.1	chr1	53401487	53409543	Asnsd1	ENSMUST00000027264
uc011wku.1	chr1	53403858	53409543	Asnsd1	ENSMUST00000097744
uc011wkv.1	chr1	53753288	53753411	Mir1937b-2	n/a
uc007azi.1	chr1	53754873	53763628	AK038423	n/a
uc007azj.2	chr1	53812355	53842059	Stk17b	ENSMUST00000027263
uc007azk.2	chr1	53863717	54251878	Hecw2	ENSMUST00000087659
uc011wkw.1	chr1	53987658	54097371	Hecw2	ENSMUST00000097741
uc007azl.2	chr1	53987658	54251878	Hecw2	ENSMUST00000097741
uc007azm.1	chr1	53998339	54251878	Hecw2	ENSMUST00000146850
uc007azn.1	chr1	54307526	54335805	Ccdc150	ENSMUST00000161988
uc007azo.1	chr1	54307526	54425571	Ccdc150	ENSMUST00000027128
uc011wkx.1	chr1	54307526	54425571	Ccdc150	ENSMUST00000027128
uc007azp.1	chr1	54454424	54495815	Gtf3c3	ENSMUST00000041638
uc011wky.1	chr1	54537549	54614526	Pgap1	ENSMUST00000094950
uc007azr.2	chr1	54581127	54614526	Pgap1	ENSMUST00000094950
uc011wkz.1	chr1	54702183	54983231	Ankrd44	ENSMUST00000044359
uc007azt.1	chr1	54738572	54793660	AK015376	n/a
uc007azu.2	chr1	54792145	54983231	Ankrd44	ENSMUST00000044359
uc007azv.2	chr1	54817730	54983231	Ankrd44	ENSMUST00000044359
uc007azw.1	chr1	55042012	55047959	Sf3b1	ENSMUST00000027127
uc007azx.1	chr1	55042012	55084322	Sf3b1	ENSMUST00000027127
uc007azy.1	chr1	55059947	55084322	Sf3b1	ENSMUST00000027127
uc007azz.1	chr1	55109613	55129546	Coq10b	ENSMUST00000027125
uc007baa.1	chr1	55109613	55129546	Coq10b	ENSMUST00000087617
uc007bab.2	chr1	55134677	55144776	Hspd1	ENSMUST00000027123
uc007bac.2	chr1	55144991	55148161	Hspe1	ENSMUST00000075242
uc007bad.1	chr1	55188088	55211743	Mobkl3	ENSMUST00000162364
uc007bae.1	chr1	55188088	55211743	Mobkl3	ENSMUST00000162364
uc007baf.1	chr1	55204473	55205361	AK165532	ENSMUST00000162553
uc011wla.1	chr1	55227003	55261236	Rftn2	ENSMUST00000027121
uc007bag.1	chr1	55227003	55283626	Rftn2	ENSMUST00000027121
uc007bah.1	chr1	55263179	55283626	Rftn2	ENSMUST00000132055
uc007bai.1	chr1	55283094	55292466	AK135004	ENSMUST00000097736
uc007baj.1	chr1	55294020	55296902	Mars2	ENSMUST00000061334
uc011wlb.1	chr1	55356912	55419551	Boll	ENSMUST00000161472
uc007bal.1	chr1	55356912	55420313	Boll	ENSMUST00000087585
uc007bam.1	chr1	55403100	55420313	Boll	ENSMUST00000159398
uc007ban.2	chr1	55462789	55811129	Plcl1	ENSMUST00000042986
uc007bao.1	chr1	55988084	56029172	AK079812	n/a
uc007bap.1	chr1	56017757	56029172	AK033706	n/a
uc007baq.1	chr1	56075821	56077047	AK005643	n/a
uc007bar.1	chr1	56692892	56694295	Hsfy2	ENSMUST00000062085
uc007bas.1	chr1	56850824	57028178	Satb2	ENSMUST00000114415
uc011wlc.1	chr1	56850824	57028178	Satb2	ENSMUST00000114415
uc011wld.1	chr1	57028312	57032040	9130024F11Rik	ENSMUST00000135238
uc007bat.2	chr1	57028312	57099357	9130024F11Rik	ENSMUST00000146649
uc007bav.1	chr1	57257488	57271837	BC055402	n/a
uc007baw.1	chr1	57410224	57410258	DQ705824	n/a
uc011wle.1	chr1	57410341	57410411	DQ693259	n/a
uc007bax.1	chr1	57416065	57434388	AK016177	ENSMUST00000143904
uc007bay.2	chr1	57434463	57442266	1700066M21Rik	ENSMUST00000042734
uc007bba.2	chr1	57445087	57463518	1110034B05Rik	ENSMUST00000162686
uc007baz.2	chr1	57445087	57463518	1110034B05Rik	ENSMUST00000079998
uc011wlf.1	chr1	57445087	57463518	1110034B05Rik	ENSMUST00000079998
uc011wlg.1	chr1	57445087	57463518	1110034B05Rik	ENSMUST00000097732
uc007bbb.2	chr1	57450164	57463518	1110034B05Rik	ENSMUST00000079998
uc007bbc.2	chr1	57463391	57472802	9430016H08Rik	ENSMUST00000027114
uc007bbd.2	chr1	57831704	58005241	Spats2l	ENSMUST00000041978
uc007bbe.2	chr1	57902414	58005241	Spats2l	ENSMUST00000041978
uc011wlh.1	chr1	58011944	58026368	Kctd18	ENSMUST00000161608
uc007bbf.2	chr1	58011944	58026928	Kctd18	ENSMUST00000114410
uc011wli.1	chr1	58011944	58026928	Kctd18	ENSMUST00000164963
uc007bbh.2	chr1	58016897	58026928	Kctd18	ENSMUST00000068000
uc007bbi.2	chr1	58020409	58026928	Kctd18	ENSMUST00000162410
uc007bbj.2	chr1	58020445	58026928	Kctd18	ENSMUST00000160130
uc011wlj.1	chr1	58042183	58083121	Sgol2	ENSMUST00000027202
uc007bbk.2	chr1	58052817	58083121	Sgol2	ENSMUST00000027202
uc007bbl.1	chr1	58086812	58163254	Aox1	ENSMUST00000001027
uc007bbm.1	chr1	58169979	58257296	Aox3	ENSMUST00000040999
uc007bbn.1	chr1	58179085	58257296	Aox3	ENSMUST00000040999
uc007bbo.1	chr1	58267240	58325440	Aox4	ENSMUST00000040442
uc007bbp.1	chr1	58335169	58436108	Aox3l1	ENSMUST00000114366
uc007bbq.1	chr1	58449940	58463392	Bzw1	ENSMUST00000050552
uc007bbr.1	chr1	58449979	58463392	Bzw1	ENSMUST00000050552
uc011wlk.1	chr1	58468831	58472503	Clk1	ENSMUST00000123580
uc007bbs.2	chr1	58468831	58480932	Clk1	ENSMUST00000156931
uc007bbt.2	chr1	58468831	58480932	Clk1	ENSMUST00000156931
uc007bbu.2	chr1	58468831	58480932	Clk1	ENSMUST00000156931
uc007bbw.2	chr1	58487836	58502273	Ppil3	ENSMUST00000117069
uc007bbx.2	chr1	58487836	58502330	Ppil3	ENSMUST00000081677
uc007bbv.2	chr1	58487836	58502330	Ppil3	ENSMUST00000114348
uc007bby.2	chr1	58490630	58502330	Ppil3	ENSMUST00000114345
uc007bbz.1	chr1	58502110	58519120	Nif3l1	ENSMUST00000087521
uc007bca.1	chr1	58502110	58538660	Nif3l1	ENSMUST00000114337
uc007bcb.1	chr1	58504477	58519120	Nif3l1	ENSMUST00000087521
uc007bcc.1	chr1	58519614	58558270	Orc2	ENSMUST00000027198
uc007bcd.1	chr1	58519614	58561763	Orc2	ENSMUST00000027198
uc007bce.1	chr1	58519614	58561763	Orc2	ENSMUST00000027198
uc007bcf.1	chr1	58561991	58574374	AK144771	ENSMUST00000129740
uc007bcg.1	chr1	58561998	58580074	AK053027	ENSMUST00000139825
uc007bch.2	chr1	58579649	58642995	Fam126b	ENSMUST00000161600
uc007bci.2	chr1	58579649	58643177	Fam126b	ENSMUST00000161600
uc007bcj.2	chr1	58579649	58643177	Fam126b	ENSMUST00000161600
uc007bck.1	chr1	58643442	58652792	Ndufb3	ENSMUST00000027193
uc007bcl.1	chr1	58709484	58712675	AK079804	n/a
uc007bcm.2	chr1	58714963	58752833	Als2cr12	ENSMUST00000055313
uc011wll.1	chr1	58715208	58749289	Als2cr12	ENSMUST00000055313
uc011wlm.1	chr1	58715208	58749289	Als2cr12	ENSMUST00000055313
uc007bcn.1	chr1	58768351	58815726	Cflar	ENSMUST00000114313
uc007bco.1	chr1	58768351	58815726	Cflar	ENSMUST00000114313
uc007bcp.1	chr1	58770129	58790071	Cflar	ENSMUST00000114309
uc007bcq.1	chr1	58770129	58815726	Cflar	ENSMUST00000114313
uc007bcr.1	chr1	58770139	58779914	Cflar	ENSMUST00000123553
uc007bcs.1	chr1	58852217	58904347	Casp8	ENSMUST00000027189
uc007bct.1	chr1	58859345	58904347	Casp8	ENSMUST00000165549
uc007bcv.2	chr1	58957293	59030326	Trak2	ENSMUST00000027186
uc007bcw.1	chr1	59030414	59044691	PAPK-A	ENSMUST00000147637
uc007bcx.1	chr1	59030414	59048356	Stradb	ENSMUST00000114296
uc007bcy.1	chr1	59030414	59051965	Stradb	ENSMUST00000027185
uc007bcz.1	chr1	59030414	59051965	PAPK-A	ENSMUST00000153990
uc007bda.1	chr1	59048267	59050181	PAPK-A	ENSMUST00000153990
uc007bdb.1	chr1	59053966	59060383	Als2cr11	ENSMUST00000054653
uc011wln.1	chr1	59107349	59126686	Als2cr11	ENSMUST00000114295
uc007bdc.1	chr1	59107349	59151744	Als2cr11	ENSMUST00000114295
uc007bdd.1	chr1	59157436	59176650	Als2cr4	ENSMUST00000087475
uc007bde.1	chr1	59157436	59176940	Als2cr4	ENSMUST00000094917
uc007bdf.1	chr1	59157436	59177226	Als2cr4	ENSMUST00000094918
uc011wlo.1	chr1	59177778	59202646	mDLG6A	ENSMUST00000066374
uc007bdh.1	chr1	59177778	59215519	Mpp4	ENSMUST00000078874
uc007bdi.2	chr1	59177778	59218480	Mpp4	ENSMUST00000066374
uc007bdg.2	chr1	59177778	59220233	Mpp4	ENSMUST00000114275
uc007bdj.1	chr1	59196001	59207478	Mpp4	ENSMUST00000078874
uc007bdk.2	chr1	59204969	59218480	Mpp4	ENSMUST00000078874
uc007bdl.2	chr1	59219599	59243370	Als2	ENSMUST00000027178
uc011wlp.1	chr1	59219599	59293937	Als2	ENSMUST00000027178
uc007bdm.2	chr1	59219599	59294075	Als2	ENSMUST00000027178
uc007bdn.2	chr1	59248466	59294075	Als2	ENSMUST00000159166
uc007bdr.2	chr1	59313750	59409213	Cdk15	ENSMUST00000114248
uc007bdq.2	chr1	59313750	59409213	Cdk15	ENSMUST00000114248
uc007bds.2	chr1	59355779	59409213	Cdk15	ENSMUST00000162906
uc011wlq.1	chr1	59538990	59543799	Fzd7	ENSMUST00000114246
uc007bdv.1	chr1	59573107	59691353	Gm973	ENSMUST00000114243
uc007bdw.1	chr1	59589834	59605632	AK006768	n/a
uc007bdx.1	chr1	59696277	59727678	Sumo1	ENSMUST00000091374
uc007bdy.1	chr1	59741849	59768354	Nop58	ENSMUST00000027174
uc011wlr.1	chr1	59748801	59748854	Snord70	ENSMUST00000104157
uc011wls.1	chr1	59761651	59761714	Snord11	ENSMUST00000158468
uc007bdz.1	chr1	59821480	59927703	Bmpr2	ENSMUST00000087435
uc011wlt.1	chr1	59969849	60042190	Fam117b	ENSMUST00000036540
uc007beb.1	chr1	60045911	60099931	Ica1l	ENSMUST00000027172
uc007bec.1	chr1	60045911	60100028	Ica1l	ENSMUST00000027172
uc007bed.1	chr1	60077634	60100028	Ica1l	ENSMUST00000027172
uc007bee.2	chr1	60133711	60154751	Wdr12	ENSMUST00000027173
uc007bef.2	chr1	60133711	60154978	Wdr12	ENSMUST00000122038
uc007beg.2	chr1	60133711	60155344	Wdr12	ENSMUST00000117438
uc007beh.1	chr1	60155124	60207878	Carf	ENSMUST00000130075
uc007bei.1	chr1	60155124	60207878	Carf	ENSMUST00000130075
uc011wlu.1	chr1	60162154	60207878	Carf	ENSMUST00000130075
uc011wlv.1	chr1	60164926	60207878	Carf	ENSMUST00000027171
uc011wlw.1	chr1	60164926	60207878	Carf	ENSMUST00000027171
uc007bej.1	chr1	60237442	60391549	Nbeal1	ENSMUST00000035569
uc007bek.1	chr1	60291824	60338882	Nbeal1	ENSMUST00000035569
uc011wlx.1	chr1	60317076	60391549	Nbeal1	ENSMUST00000035569
